timestamps,delta_absolute_1,theta_absolute_1,alpha_absolute_1,beta_absolute_1,gamma_absolute_1
1531743888.8605387,,0.0693610769939,,,
1531743888.8605454,0.726756316737,,,,
1531743888.9606035,,,0.7255508970110001,,
1531743888.9606173,,,,,-0.199650303796
1531743888.9606185,,,,0.271342020227,
1531743888.960619,,0.0464484517026,,,
1531743888.9606252,0.715650861889,,,,
1531743889.0606835,,,0.661493354736,,
1531743889.0606973,,,,,-0.229010196089
1531743889.0606987,,,,0.289797312128,
1531743889.060699,,0.0188661478251,,,
1531743889.0607052,0.701103453027,,,,
1531743889.1607635,,,0.639087867954,,
1531743889.1607773,,,,,-0.24790060537500005
1531743889.1607788,,,,0.305524537532,
1531743889.160779,,-0.004589154605020001,,,
1531743889.1607852,0.6764456237190001,,,,
1531743889.2608435,,,0.6280417661100001,,
1531743889.2608573,,,,,-0.253699320943
1531743889.2608588,,,,0.31620277131200003,
1531743889.2608593,,-0.0139116603349,,,
1531743889.2608654,0.633524121292,,,,
1531743889.3609238,,,0.6280417661100001,,
1531743889.3609376,,,,,-0.251525364827
1531743889.3609388,,,,0.323319678504,
1531743889.3609393,,-0.0133186099935,,,
1531743889.3609455,0.570792670653,,,,
1531743889.4610038,,,0.6280417661100001,,
1531743889.4610176,,,,,-0.244315141574
1531743889.461019,,,,0.329735056348,
1531743889.4610193,,-0.0150218825866,,,
1531743889.4610255,0.491393648684,,,,
1531743889.5610838,,,0.618128880028,,
1531743889.5610974,,,,,-0.232695486737
1531743889.5610993,,,,0.33611063790600004,
1531743889.5610993,,-0.028901006823400008,,,
1531743889.5611055,0.397475396867,,,,
1531743889.6611636,,,0.608746476602,,
1531743889.6611776,,,,,-0.218455592882
1531743889.6611793,,,,0.339709716653,
1531743889.6611795,,-0.0493981963044,,,
1531743889.6611855,0.292195913747,,,,
1531743889.761244,,,0.647486849742,,
1531743889.7612574,,,,,-0.207329030312
1531743889.761259,,,,0.33847432085,
1531743889.7612596,,-0.059548339735699986,,,
1531743889.7612658,0.19219563222600006,,,,
1531743889.861324,,,0.813440979503,,
1531743889.8613381,,,,,-0.202274089569
1531743889.8613393,,,,0.332912559667,
1531743889.8613396,,-0.046859161166400015,,,
1531743889.8613458,0.12700819624,,,,
1531743889.9614036,,,0.910317099877,,
1531743889.961418,,,,,-0.202831821858
1531743889.9614193,,,,0.325444705874,
1531743889.9614198,,-0.00937237984385,,,
1531743889.961426,0.101507265592,,,,
1531743890.0614846,,,0.910784090538,,
1531743890.0614982,,,,,-0.205345712197
1531743890.0614994,,,,0.318122013604,
1531743890.0614998,,0.0411432134557,,,
1531743890.061506,0.0975540104852,,,,
1531743890.1615644,,,0.909845937291,,
1531743890.161578,,,,,-0.205477774609
1531743890.1615796,,,,0.311117934465,
1531743890.1615796,,0.08673137769160001,,,
1531743890.161586,0.100266606244,,,,
1531743890.2616446,,,0.909845937291,,
1531743890.2616582,,,,,-0.200384650391
1531743890.2616596,,,,0.302162421752,
1531743890.2616599,,0.115563947856,,,
1531743890.261666,0.106043234905,,,,
1531743890.3617244,,,0.912560106313,,
1531743890.3617382,,,,,-0.191831619349
1531743890.3617394,,,,0.290670356541,
1531743890.36174,,0.126439824456,,,
1531743890.3617465,0.118972955001,,,,
1531743890.4618044,,,0.917971873826,,
1531743890.4618182,,,,,-0.185459328683
1531743890.4618196,,,,0.2778926115,
1531743890.46182,,0.124417458717,,,
1531743890.4618266,0.144683203477,,,,
1531743890.5618846,,,0.919498291422,,
1531743890.5618985,,,,,-0.188495751379
1531743890.5619,,,,0.263597773626,
1531743890.5619,,0.11515760553,,,
1531743890.5619063,0.178418401508,,,,
1531743890.6619651,,,0.919498291422,,
1531743890.6619785,,,,,-0.203287919098
1531743890.6619804,,,,0.24569677177,
1531743890.6619804,,0.0992602226109,,,
1531743890.6619866,0.202670973462,,,,
1531743890.7620447,,,0.919498291422,,
1531743890.7620585,,,,,-0.225449854115
1531743890.76206,,,,0.22306992612,
1531743890.7620606,,0.07681310832339999,,,
1531743890.7620664,0.201573147496,,,,
1531743890.862125,,,0.919498291422,,
1531743890.8621387,,,,,-0.248094566009
1531743890.86214,,,,0.19934449886,
1531743890.8621404,,0.054950996475800006,,,
1531743890.8621464,0.172589280352,,,,
1531743890.9622047,,,0.919498291422,,
1531743890.9622188,,,,,-0.268305528934
1531743890.9622204,,,,0.179641171805,
1531743890.9622207,,0.0420238942821,,,
1531743890.9622266,0.13456501628599998,,,,
1531743891.0622847,,,0.919498291422,,
1531743891.0622988,,,,,-0.288559506423
1531743891.0623002,,,,0.164130940663,
1531743891.0623007,,0.042574993643800005,,,
1531743891.0623071,0.119696627267,,,,
1531743891.162365,,,0.924986133448,,
1531743891.1623788,,,,,-0.311397827705
1531743891.1623802,,,,0.148481372366,
1531743891.1623807,,0.05188811646380001,,,
1531743891.1623867,0.141138106503,,,,
1531743891.2624452,,,0.929685103548,,
1531743891.262459,,,,,-0.332820727293
1531743891.2624602,,,,0.130588869919,
1531743891.2624607,,0.0637054846745,,,
1531743891.262467,0.176726395001,,,,
1531743891.3625252,,,0.929685103548,,
1531743891.3625393,,,,,-0.346881215792
1531743891.3625405,,,,0.114086192751,
1531743891.362541,,0.0743135995237,,,
1531743891.3625467,0.199377923624,,,,
1531743891.4626052,,,0.922818866739,,
1531743891.4626193,,,,,-0.351984745543
1531743891.4626205,,,,0.105791414598,
1531743891.4626212,,0.0769535962782,,,
1531743891.4626276,0.202477003664,,,,
1531743891.5626853,,,0.812277483846,,
1531743891.5626993,,,,,-0.348500016236
1531743891.5627005,,,,0.109034600171,
1531743891.562701,,0.0662207902235,,,
1531743891.5627072,0.198099624597,,,,
1531743891.6627655,,,0.611515000376,,
1531743891.6627793,,,,,-0.334555132293
1531743891.6627805,,,,0.122545422194,
1531743891.6627812,,0.0462865890852,,,
1531743891.6627872,0.197408839115,,,,
1531743891.7628455,,,0.5627863249289999,,
1531743891.7628589,,,,,-0.310766621822
1531743891.7628608,,,,0.14296585328199998,
1531743891.7628613,,0.0289199728055,,,
1531743891.7628672,0.200433478378,,,,
1531743891.8629255,,,0.5627863249289999,,
1531743891.8629394,,,,,-0.283941327857
1531743891.8629408,,,,0.165569414552,
1531743891.8629413,,0.0248460705683,,,
1531743891.8629475,0.195116355426,,,,
1531743891.9630058,,,0.5688722888759999,,
1531743891.9630196,,,,,-0.26183585138300003
1531743891.9630208,,,,0.185016643213,
1531743891.9630213,,0.029457964978800006,,,
1531743891.9630275,0.171456167393,,,,
1531743892.0630858,,,0.590972890943,,
1531743892.0630994,,,,,-0.245928404786
1531743892.063101,,,,0.198125350546,
1531743892.0631015,,0.03258778277,,,
1531743892.0631075,0.127201665536,,,,
1531743892.1631658,,,0.599533721215,,
1531743892.16318,,,,,-0.232317417839
1531743892.1631813,,,,0.206612095433,
1531743892.1631815,,0.0309150570837,,,
1531743892.1631875,0.0746495502664,,,,
1531743892.2632458,,,0.599533721215,,
1531743892.26326,,,,,-0.217508737266
1531743892.2632613,,,,0.214364179369,
1531743892.2632616,,0.028109188013400004,,,
1531743892.2632678,0.037744969707,,,,
1531743892.363326,,,0.599533721215,,
1531743892.3633401,,,,,-0.202531612643
1531743892.363341,,,,0.221967106565,
1531743892.3633418,,0.0236536500187,,,
1531743892.3633478,0.0273831249915,,,,
1531743892.463406,,,0.599533721215,,
1531743892.4634204,,,,,-0.188753018271
1531743892.4634213,,,,0.226921640833,
1531743892.4634216,,0.0140252761029,,,
1531743892.4634278,0.0238839130135,,,,
1531743892.5634859,,,0.595350082522,,
1531743892.5635002,,,,,-0.175030134245
1531743892.5635016,,,,0.228022220381,
1531743892.5635018,,-0.00739556945254,,,
1531743892.563508,-0.000467424029491,,,,
1531743892.663566,,,0.5684253892369999,,
1531743892.6635802,,,,,-0.160390613547
1531743892.6635814,,,,0.228772451803,
1531743892.663582,,-0.044379318195900005,,,
1531743892.663588,-0.057872531435,,,,
1531743892.7636466,,,0.512344480654,,
1531743892.7636602,,,,,-0.1477318534
1531743892.7636616,,,,0.235126115471,
1531743892.7636619,,-0.0976930303241,,,
1531743892.763668,-0.137217741857,,,,
1531743892.8637266,,,0.427610185944,,
1531743892.8637404,,,,,-0.140488882182
1531743892.8637414,,,,0.250745506924,
1531743892.8637419,,-0.168739708745,,,
1531743892.863748,-0.209678111707,,,,
1531743892.9638064,,,0.398852806519,,
1531743892.9638205,,,,,-0.139504373275
1531743892.9638214,,,,0.273009400129,
1531743892.9638221,,-0.25473692384700003,,,
1531743892.9638286,-0.254792647566,,,,
1531743893.0638866,,,0.415371121843,,
1531743893.0639005,,,,,-0.14498011217700002
1531743893.0639017,,,,0.295454802554,
1531743893.0639026,,-0.33961133062,,,
1531743893.0639086,-0.286374775377,,,,
1531743893.163967,,,0.427086820501,,
1531743893.1639807,,,,,-0.157658377337
1531743893.1639814,,,,0.310966087061,
1531743893.1639824,,-0.391852807574,,,
1531743893.1639886,-0.321065515048,,,,
1531743893.2640467,,,0.446216181604,,
1531743893.2640607,,,,,-0.176968302915
1531743893.264062,,,,0.314310283769,
1531743893.2640624,,-0.394336358582,,,
1531743893.2640686,-0.33769018826,,,,
1531743893.3641267,,,0.483832332655,,
1531743893.3641407,,,,,-0.19783969446
1531743893.364142,,,,0.303319555218,
1531743893.3641427,,-0.366202318154,,,
1531743893.3641484,-0.294833622504,,,,
1531743893.464207,,,0.6041625237129999,,
1531743893.464221,,,,,-0.214752965492
1531743893.464222,,,,0.279894295424,
1531743893.4642227,,-0.325583299986,,,
1531743893.4642286,-0.200214456813,,,,
1531743893.5642867,,,0.7176476600920001,,
1531743893.564301,,,,,-0.22727756462
1531743893.5643024,,,,0.252193712902,
1531743893.5643027,,-0.27721703937,,,
1531743893.5643086,-0.0994357649699,,,,
1531743893.664367,,,0.753256305089,,
1531743893.664381,,,,,-0.238746984384
1531743893.6643822,,,,0.231452585898,
1531743893.6643827,,-0.229398252484,,,
1531743893.6643887,-0.0235670639152,,,,
1531743893.764447,,,0.748320881754,,
1531743893.7644613,,,,,-0.250351695306
1531743893.7644622,,,,0.223354426747,
1531743893.7644627,,-0.189391629744,,,
1531743893.7644687,0.0246922403006,,,,
1531743893.8645272,,,0.7617271337229999,,
1531743893.8645413,,,,,-0.259864412121
1531743893.8645422,,,,0.223933803875,
1531743893.864543,,-0.155985434809,,,
1531743893.864549,0.0603969132833,,,,
1531743893.9646072,,,0.775731854667,,
1531743893.9646213,,,,,-0.266129448347
1531743893.9646225,,,,0.225529973435,
1531743893.964623,,-0.111657908364,,,
1531743893.9646287,0.107568303788,,,,
1531743894.0646873,,,0.7785817794609999,,
1531743894.064701,,,,,-0.270400759246
1531743894.0647025,,,,0.224367123149,
1531743894.0647032,,-0.0470525731843,,,
1531743894.0647092,0.174979486829,,,,
1531743894.1647673,,,0.7785817794609999,,
1531743894.1647813,,,,,-0.274899729766
1531743894.1647825,,,,0.221155524334,
1531743894.1647832,,0.0275771875889,,,
1531743894.1647892,0.249774867391,,,,
1531743894.2648475,,,0.7785817794609999,,
1531743894.2648616,,,,,-0.28004581731600003
1531743894.2648625,,,,0.215276981606,
1531743894.2648633,,0.0924192144508,,,
1531743894.2648695,0.315975690967,,,,
1531743894.3649275,,,0.7785817794609999,,
1531743894.3649414,,,,,-0.284451797589
1531743894.3649428,,,,0.203998158548,
1531743894.3649435,,0.137614647267,,,
1531743894.3649495,0.363742249961,,,,
1531743894.4650073,,,0.7785817794609999,,
1531743894.4650214,,,,,-0.28445158547800004
1531743894.4650226,,,,0.186638479816,
1531743894.4650235,,0.16440558852700002,,,
1531743894.4650295,0.393361414297,,,,
1531743894.5650876,,,0.7785817794609999,,
1531743894.5651019,,,,,-0.276432369027
1531743894.5651028,,,,0.16710885670999998,
1531743894.5651035,,0.185289007264,,,
1531743894.5651095,0.413334136045,,,,
1531743894.6651678,,,0.7785817794609999,,
1531743894.665182,,,,,-0.261050267047
1531743894.6651833,,,,0.153256396226,
1531743894.6651835,,0.226968436651,,,
1531743894.6651895,0.439817733042,,,,
1531743894.7652473,,,0.7763865869709999,,
1531743894.765262,,,,,-0.242743715974
1531743894.7652633,,,,0.15239347901900002,
1531743894.7652636,,0.311803990162,,,
1531743894.7652698,0.487643985849,,,,
1531743894.8653278,,,0.767920890402,,
1531743894.865342,,,,,-0.226018917708
1531743894.8653429,,,,0.165526049099,
1531743894.8653438,,0.420581021038,,,
1531743894.8653498,0.554483530231,,,,
1531743894.9654078,,,0.768560316614,,
1531743894.9654222,,,,,-0.212391049898
1531743894.9654233,,,,0.185421956532,
1531743894.9654238,,0.5156492636869999,,,
1531743894.9654298,0.622107763549,,,,
1531743895.065488,,,0.7578920760850001,,
1531743895.0655026,,,,,-0.200085327643
1531743895.0655036,,,,0.201196183264,
1531743895.0655036,,0.579156472545,,,
1531743895.0655098,0.672442654095,,,,
1531743895.1655679,,,0.692519728881,,
1531743895.1655824,,,,,-0.189122290435
1531743895.1655836,,,,0.206556661328,
1531743895.165584,,0.616714347288,,,
1531743895.16559,0.698935314438,,,,
1531743895.2656481,,,0.5648692856040001,,
1531743895.2656624,,,,,-0.181391913254
1531743895.2656634,,,,0.20577242481600005,
1531743895.265664,,0.6421319765300001,,,
1531743895.2656698,0.706157002886,,,,
1531743895.365728,,,0.474569408818,,
1531743895.3657427,,,,,-0.178594652999
1531743895.3657436,,,,0.211739588022,
1531743895.3657439,,0.665677400893,,,
1531743895.36575,0.7032739154019999,,,,
1531743895.4658086,,,0.478395140657,,
1531743895.4658227,,,,,-0.180401456263
1531743895.4658234,,,,0.233029415475,
1531743895.4658244,,0.68848809528,,,
1531743895.4658306,0.6950898548700001,,,,
1531743895.5658884,,,0.496146228825,,
1531743895.5659027,,,,,-0.184834077496
1531743895.5659034,,,,0.266594053466,
1531743895.5659044,,0.707070878026,,,
1531743895.5659106,0.6814319274160001,,,,
1531743895.6659687,,,0.50633885915,,
1531743895.6659827,,,,,-0.188548100471
1531743895.6659837,,,,0.301534235868,
1531743895.6659846,,0.7181413643760001,,,
1531743895.6659904,0.662815896763,,,,
1531743895.7660484,,,0.514740836411,,
1531743895.766063,,,,,-0.189531589177
1531743895.7660635,,,,0.328980651858,
1531743895.7660644,,0.719654004571,,,
1531743895.7660706,0.6439237901479999,,,,
1531743895.8661287,,,0.514740836411,,
1531743895.866143,,,,,-0.188578728796
1531743895.866144,,,,0.34651728607199994,
1531743895.8661447,,0.7144724044059999,,,
1531743895.8661506,0.632380785843,,,,
1531743895.9662087,,,0.5174696310670001,,
1531743895.966223,,,,,-0.188217605848
1531743895.966224,,,,0.355084231329,
1531743895.966225,,0.7085801989030001,,,
1531743895.9662304,0.635084284289,,,,
1531743896.0662887,,,0.5174696310670001,,
1531743896.0663033,,,,,-0.18931763434
1531743896.066304,,,,0.356591045542,
1531743896.0663047,,0.703670516874,,,
1531743896.0663106,0.651521630937,,,,
1531743896.166369,,,0.5174696310670001,,
1531743896.1663833,,,,,-0.189862216377
1531743896.1663842,,,,0.352720934428,
1531743896.1663847,,0.691567569064,,,
1531743896.1663911,0.669003791396,,,,
1531743896.266449,,,0.5174696310670001,,
1531743896.2664633,,,,,-0.188569977471
1531743896.2664642,,,,0.345126456889,
1531743896.266465,,0.658183952905,,,
1531743896.2664707,0.668234291219,,,,
1531743896.366529,,,0.519363106613,,
1531743896.3665435,,,,,-0.186552152547
1531743896.3665442,,,,0.33536894153200003,
1531743896.366545,,0.595344668203,,,
1531743896.3665507,0.636188970752,,,,
1531743896.466609,,,0.530398933681,,
1531743896.4666235,,,,,-0.185557733367
1531743896.4666245,,,,0.325930882636,
1531743896.4666252,,0.510716759534,,,
1531743896.4666307,0.573369672466,,,,
1531743896.5666893,,,0.532933454417,,
1531743896.5667036,,,,,-0.18783003267
1531743896.5667045,,,,0.319314752162,
1531743896.5667052,,0.426734512709,,,
1531743896.5667114,0.49797976012,,,,
1531743896.6667693,,,0.517602948646,,
1531743896.6667836,,,,,-0.194184882462
1531743896.6667845,,,,0.316328558877,
1531743896.6667852,,0.361507983865,,,
1531743896.6667912,0.438652258945,,,,
1531743896.7668493,,,0.528459403335,,
1531743896.7668636,,,,,-0.203292838086
1531743896.7668645,,,,0.316429042618,
1531743896.7668655,,0.311300158335,,,
1531743896.7668712,0.409059926957,,,,
1531743896.8669293,,,0.552821972035,,
1531743896.8669438,,,,,-0.210447870416
1531743896.8669446,,,,0.316271101602,
1531743896.8669455,,0.258405378917,,,
1531743896.8669512,0.397150681201,,,,
1531743896.9670095,,,0.5756488346199999,,
1531743896.9670238,,,,,-0.212259580315
1531743896.9670248,,,,0.312542765684,
1531743896.9670255,,0.187857219883,,,
1531743896.9670315,0.387959386725,,,,
1531743897.0670896,,,0.563412891973,,
1531743897.0671039,,,,,-0.209910121708
1531743897.0671046,,,,0.302866412685,
1531743897.0671055,,0.0948106437329,,,
1531743897.0671115,0.380933365391,,,,
1531743897.1671696,,,0.511174763964,,
1531743897.1671839,,,,,-0.207064047304
1531743897.1671848,,,,0.2873212813,
1531743897.1671858,,-0.0126924289555,,,
1531743897.1671915,0.381637847548,,,,
1531743897.267249,,,0.440813119253,,
1531743897.2672641,,,,,-0.20427166243
1531743897.2672648,,,,0.269680398469,
1531743897.2672658,,-0.099441184343,,,
1531743897.2672715,0.387026461648,,,,
1531743897.3673296,,,0.412252172967,,
1531743897.3673446,,,,,-0.201031074701
1531743897.3673453,,,,0.255440854628,
1531743897.3673458,,-0.13785558118,,,
1531743897.3673518,0.387110884527,,,,
1531743897.4674098,,,0.39047807085,,
1531743897.4674244,,,,,-0.200018303667
1531743897.467425,,,,0.24908558607,
1531743897.467426,,-0.147266060792,,,
1531743897.4674318,0.3699446797,,,,
1531743897.56749,,,0.360618460586,,
1531743897.5675044,,,,,-0.206301472783
1531743897.5675054,,,,0.252240064405,
1531743897.567506,,-0.156058017773,,,
1531743897.5675118,0.326997236992,,,,
1531743897.6675699,,,0.33748949483400004,,
1531743897.6675847,,,,,-0.223126953394
1531743897.6675856,,,,0.26460857320500003,
1531743897.6675858,,-0.166472397215,,,
1531743897.667592,0.257260937235,,,,
1531743897.76765,,,0.314401302895,,
1531743897.7676651,,,,,-0.248703829294
1531743897.7676654,,,,0.28209990987,
1531743897.767666,,-0.158545594662,,,
1531743897.767672,0.176448593535,,,,
1531743897.8677301,,,0.326744444484,,
1531743897.8677447,,,,,-0.277947358529
1531743897.8677454,,,,0.299409844998,
1531743897.8677466,,-0.118205552024,,,
1531743897.8677518,0.116722361745,,,,
1531743897.9678102,,,0.342089921358,,
1531743897.9678247,,,,,-0.304524950932
1531743897.9678257,,,,0.314036688857,
1531743897.9678266,,-0.063694960503,,,
1531743897.967832,0.105656950859,,,,
1531743898.0678904,,,0.355933897716,,
1531743898.0679047,,,,,-0.323215810525
1531743898.0679054,,,,0.327874134807,
1531743898.0679064,,-0.0246998749169,,,
1531743898.0679126,0.13308387670299998,,,,
1531743898.1679704,,,0.372646227124,,
1531743898.167985,,,,,-0.331836165338
1531743898.1679854,,,,0.343231915338,
1531743898.1679866,,-0.0125014303091,,,
1531743898.1679926,0.166317409566,,,,
1531743898.2680507,,,0.3962142802000001,,
1531743898.268065,,,,,-0.33278147798700003
1531743898.2680655,,,,0.357780716311,
1531743898.2680664,,-0.0248309162813,,,
1531743898.2680724,0.190241245875,,,,
1531743898.3681304,,,0.398187741421,,
1531743898.3681452,,,,,-0.332578066344
1531743898.3681455,,,,0.367839883477,
1531743898.3681467,,-0.051593927359,,,
1531743898.3681526,0.209274818582,,,,
1531743898.4682107,,,0.394600863853,,
1531743898.4682252,,,,,-0.337064450652
1531743898.468226,,,,0.372649868958,
1531743898.4682267,,-0.0796656737788,,,
1531743898.4682324,0.231857050494,,,,
1531743898.5682907,,,0.373092106917,,
1531743898.5683053,,,,,-0.34522258451800003
1531743898.568306,,,,0.3745609691,
1531743898.568307,,-0.0938406975487,,,
1531743898.5683124,0.260594871664,,,,
1531743898.6683707,,,0.353483442638,,
1531743898.6683855,,,,,-0.352216724601
1531743898.668386,,,,0.376138288518,
1531743898.6683867,,-0.0820527471675,,,
1531743898.6683927,0.297590429444,,,,
1531743898.7684507,,,0.357803554581,,
1531743898.7684655,,,,,-0.35418972103600005
1531743898.768466,,,,0.377440017936,
1531743898.7684667,,-0.0455441742941,,,
1531743898.7684727,0.34435589323,,,,
1531743898.868531,,,0.34876507304300003,,
1531743898.8685455,,,,,-0.352194276675
1531743898.8685462,,,,0.377405729616,
1531743898.8685472,,0.000668904162402,,,
1531743898.8685527,0.394691537915,,,,
1531743898.968611,,,0.34378506079800003,,
1531743898.9686258,,,,,-0.348978266513
1531743898.9686265,,,,0.375415510158,
1531743898.9686275,,0.0407073737137,,,
1531743898.9686327,0.436115516584,,,,
1531743899.068691,,,0.330066985505,,
1531743899.0687056,,,,,-0.347326754374
1531743899.0687065,,,,0.372089036907,
1531743899.0687072,,0.0639123168702,,,
1531743899.0687127,0.461071593323,,,,
1531743899.168771,,,0.318403414601,,
1531743899.1687858,,,,,-0.346980101469
1531743899.1687865,,,,0.368785764277,
1531743899.1687875,,0.0661104972718,,,
1531743899.1687932,0.471953712317,,,,
1531743899.2688513,,,0.318403414601,,
1531743899.2688658,,,,,-0.345210153302
1531743899.2688663,,,,0.367593872681,
1531743899.2688675,,0.0471075284987,,,
1531743899.2688732,0.473969827606,,,,
1531743899.3689313,,,0.327483101512,,
1531743899.368946,,,,,-0.339666222046
1531743899.3689466,,,,0.37052461932,
1531743899.3689475,,0.0097045347858,,,
1531743899.3689532,0.4699043290380001,,,,
1531743899.4690113,,,0.320722333137,,
1531743899.469026,,,,,-0.331208731501
1531743899.4690266,,,,0.3774760070400001,
1531743899.4690275,,-0.0349260979168,,,
1531743899.4690332,0.457570233817,,,,
1531743899.5690913,,,0.320722333137,,
1531743899.569106,,,,,-0.320794599479
1531743899.5691068,,,,0.386114047948,
1531743899.5691078,,-0.0661374877107,,,
1531743899.5691135,0.437952735076,,,,
1531743899.6691716,,,0.320722333137,,
1531743899.6691866,,,,,-0.306698511998
1531743899.6691868,,,,0.39275706551,
1531743899.6691878,,-0.07091535482979999,,,
1531743899.6691935,0.417047061128,,,,
1531743899.7692516,,,0.320722333137,,
1531743899.7692664,,,,,-0.28641888026900003
1531743899.7692668,,,,0.394111795936,
1531743899.7692678,,-0.0506493444869,,,
1531743899.7692735,0.400995411019,,,,
1531743899.8693314,,,0.322981381038,,
1531743899.8693464,,,,,-0.261174968701
1531743899.8693464,,,,0.388098003741,
1531743899.869348,,-0.0177217719157,,,
1531743899.8693535,0.389231492272,,,,
1531743899.9694116,,,0.360610484963,,
1531743899.9694266,,,,,-0.236144059471
1531743899.9694273,,,,0.376966504262,
1531743899.9694278,,0.0129871873946,,,
1531743899.9694338,0.374712744091,,,,
1531743900.069492,,,0.393504306262,,
1531743900.0695064,,,,,-0.217452819779
1531743900.0695071,,,,0.366790835419,
1531743900.069508,,0.0282474851724,,,
1531743900.0695136,0.348357765909,,,,
1531743900.169572,,,0.41274297463,,
1531743900.1695867,,,,,-0.208543223635
1531743900.1695876,,,,0.363458970342,
1531743900.169588,,0.0211602131223,,,
1531743900.1695938,0.29907540077,,,,
1531743900.269652,,,0.432726505672,,
1531743900.269667,,,,,-0.210200708774
1531743900.2696671,,,,0.366452992069,
1531743900.2696686,,-0.00732970792165,,,
1531743900.269674,0.216896344713,,,,
1531743900.3697321,,,0.431837096107,,
1531743900.3697467,,,,,-0.219590528967
1531743900.3697474,,,,0.369118979291,
1531743900.3697484,,-0.0482142665698,,,
1531743900.3697536,0.0993256467385,,,,
1531743900.4698124,,,0.399974664907,,
1531743900.4698267,,,,,-0.231646275498
1531743900.4698277,,,,0.365505238181,
1531743900.4698286,,-0.08720832354119999,,,
1531743900.469834,-0.0382437308102,,,,
1531743900.5698922,,,0.3953214391130001,,
1531743900.569907,,,,,-0.242330167396
1531743900.5699074,,,,0.3540699433560001,
1531743900.5699086,,-0.106713025575,,,
1531743900.569914,-0.16340760937100002,,,,
1531743900.6699722,,,0.405970182119,,
1531743900.6699872,,,,,-0.250866845027
1531743900.6699874,,,,0.336235286721,
1531743900.6699884,,-0.101187801713,,,
1531743900.6699946,-0.247658568977,,,,
1531743900.7700524,,,0.409640727704,,
1531743900.7700672,,,,,-0.258709613246
1531743900.7700677,,,,0.314323453607,
1531743900.7700686,,-0.08347567248639999,,,
1531743900.7700744,-0.295851090461,,,,
1531743900.8701324,,,0.409640727704,,
1531743900.8701472,,,,,-0.264191880014
1531743900.8701475,,,,0.290914104956,
1531743900.8701491,,-0.0707930830688,,,
1531743900.8701544,-0.33662435380500005,,,,
1531743900.9702125,,,0.409640727704,,
1531743900.9702275,,,,,-0.26278088073100003
1531743900.9702275,,,,0.266955960085,
1531743900.9702287,,-0.0716796737642,,,
1531743900.9702346,-0.381070474565,,,,
1531743901.0702925,,,0.413998064205,,
1531743901.0703075,,,,,-0.254266802656
1531743901.070308,,,,0.240490988658,
1531743901.0703087,,-0.0854028503503,,,
1531743901.0703144,-0.426428095268,,,,
1531743901.1703727,,,0.43179515767,,
1531743901.1703875,,,,,-0.246695662034
1531743901.170388,,,,0.209780560298,
1531743901.1703887,,-0.107107372535,,,
1531743901.1703947,-0.456155405969,,,,
1531743901.2704527,,,0.436733618951,,
1531743901.2704678,,,,,-0.249563100894
1531743901.270468,,,,0.177429356019,
1531743901.2704694,,-0.1320795184,,,
1531743901.270475,-0.466225121695,,,,
1531743901.3705328,,,0.436733618951,,
1531743901.3705478,,,,,-0.266193928841
1531743901.370548,,,,0.149771361577,
1531743901.3705492,,-0.15738332204000002,,,
1531743901.3705547,-0.461988410237,,,,
1531743901.4706128,,,0.436733618951,,
1531743901.4706278,,,,,-0.291560273988
1531743901.4706285,,,,0.127053426699,
1531743901.4706292,,-0.181887410752,,,
1531743901.4706347,-0.4474499743600001,,,,
1531743901.570693,,,0.436733618951,,
1531743901.570708,,,,,-0.318369085587
1531743901.5707085,,,,0.101768831738,
1531743901.5707095,,-0.201010516558,,,
1531743901.570715,-0.431688396953,,,,
1531743901.670773,,,0.433150542848,,
1531743901.670788,,,,,-0.34057669536799995
1531743901.6707885,,,,0.066122189119,
1531743901.6707895,,-0.212152375348,,,
1531743901.670795,-0.423034361143,,,,
1531743901.770853,,,0.424935526369,,
1531743901.770868,,,,,-0.350756095951
1531743901.7708685,,,,0.02439172151,
1531743901.7708695,,-0.213888875394,,,
1531743901.7708752,-0.424974281147,,,,
1531743901.8709333,,,0.430472609544,,
1531743901.870948,,,,,-0.339898935343
1531743901.8709486,,,,-0.008647473371809999,
1531743901.8709495,,-0.20785579773,,,
1531743901.8709552,-0.432627756255,,,,
1531743901.9710133,,,0.448447981589,,
1531743901.9710286,,,,,-0.306352215975
1531743901.9710286,,,,-0.0214881716266,
1531743901.9710298,,-0.195119080355,,,
1531743901.9710352,-0.434845043702,,,,
1531743902.071093,,,0.44084670612,,
1531743902.0711086,,,,,-0.260316429191
1531743902.0711086,,,,-0.0171542393528,
1531743902.0711098,,-0.1817159856,,,
1531743902.0711153,-0.414128054041,,,,
1531743902.1711733,,,0.4313606497600001,,
1531743902.1711886,,,,,-0.216604223128
1531743902.1711886,,,,-0.007675818737419998,
1531743902.1711898,,-0.171562093389,,,
1531743902.1711955,-0.373110657074,,,,
1531743902.2712536,,,0.425808591427,,
1531743902.2712686,,,,,-0.185107872106
1531743902.2712688,,,,-3.73219024158e-05,
1531743902.27127,,-0.159286065333,,,
1531743902.2712755,-0.33584586834700003,,,,
1531743902.3713336,,,0.433460655165,,
1531743902.3713484,,,,,-0.169411684978
1531743902.3713489,,,,0.00773290625226,
1531743902.37135,,-0.136102835369,,,
1531743902.3713555,-0.31018631832,,,,
1531743902.4714134,,,0.433460655165,,
